"Polygon_Number","Coordinate_Order","Coordinate_ID","Longitude","Latitude"
"7",10,"7_10",-14.875,55.85
"7",11,"7_11",-14.875,55.825
"7",12,"7_12",-14.85,55.825
"7",13,"7_13",-14.825,55.825
"7",14,"7_14",-14.8,55.825
"7",15,"7_15",-14.775,55.825
"7",16,"7_16",-14.775,55.85
"7",17,"7_17",-14.775,55.875
"7",18,"7_18",-14.75,55.875
"7",19,"7_19",-14.725,55.875
"7",20,"7_20",-14.725,55.9
"7",21,"7_21",-14.725,55.9
"7",22,"7_22",-14.75,55.9
"7",23,"7_23",-14.75,55.95
"7",24,"7_24",-14.725,55.95
"7",25,"7_25",-14.725,55.975
"7",26,"7_26",-14.725,56
"7",27,"7_27",-14.725,56.025
"7",28,"7_28",-14.725,56.05
"7",29,"7_29",-14.725,56.075
"7",30,"7_30",-14.7,56.075
"7",31,"7_31",-14.675,56.075
"7",32,"7_32",-14.675,56.05
"7",33,"7_33",-14.675,56.025
"7",34,"7_34",-14.65,56.025
"7",35,"7_35",-14.625,56.025
"7",36,"7_36",-14.6,56.025
"7",37,"7_37",-14.6,56.05
"7",38,"7_38",-14.575,56.05
"7",39,"7_39",-14.575,56.075
"7",40,"7_40",-14.575,56.1
"7",41,"7_41",-14.575,56.125
"7",42,"7_42",-14.6,56.125
"7",43,"7_43",-14.625,56.125
"7",44,"7_44",-14.65,56.125
"7",45,"7_45",-14.675,56.125
"7",46,"7_46",-14.675,56.15
"7",47,"7_47",-14.675,56.175
"7",48,"7_48",-14.7,56.175
"7",49,"7_49",-14.7,56.15
"7",50,"7_50",-14.75,56.15
"7",51,"7_51",-14.75,56.1
"7",52,"7_52",-14.8,56.1
"7",53,"7_53",-14.85,56.1
"7",54,"7_54",-14.85,56.05
"7",55,"7_55",-14.875,56.05
"7",56,"7_56",-14.875,56.05
"7",57,"7_57",-14.875,56.025
"7",58,"7_58",-14.9,56.025
"7",59,"7_59",-14.9,56
"7",60,"7_60",-14.9,55.95
"7",61,"7_61",-14.95,55.95
"7",62,"7_62",-14.975,55.95
"8",1,"8_1",-14.775,55.75
"8",2,"8_2",-14.775,55.775
"8",3,"8_3",-14.8,55.775
"8",4,"8_4",-14.825,55.775
"8",5,"8_5",-14.85,55.775
"8",6,"8_6",-14.875,55.775
"8",7,"8_7",-14.875,55.75
"8",8,"8_8",-14.875,55.725
"8",9,"8_9",-14.875,55.7
"8",10,"8_10",-14.85,55.7
"8",11,"8_11",-14.85,55.75
"8",12,"8_12",-14.8,55.75
"8",13,"8_13",-14.775,55.75
"9",1,"9_1",-15.216,55.85
"9",2,"9_2",-15.217,55.849
"9",3,"9_3",-15.218,55.847
"9",4,"9_4",-15.229,55.835
"9",5,"9_5",-15.23,55.833
"9",6,"9_6",-15.231,55.833
"9",7,"9_7",-15.232,55.831
"9",8,"9_8",-15.236,55.828
"9",9,"9_9",-15.237,55.827
"9",10,"9_10",-15.25,55.814
"9",11,"9_11",-15.251,55.812
"9",12,"9_12",-15.255,55.809
"9",13,"9_13",-15.256,55.808
"9",14,"9_14",-15.263,55.801
"9",15,"9_15",-15.264,55.8
"9",16,"9_16",-15.267,55.797
"9",17,"9_17",-15.268,55.796
"9",18,"9_18",-15.269,55.795
"9",19,"9_19",-15.275,55.789
"9",20,"9_20",-15.275,55.775
"9",21,"9_21",-15.25,55.775
"9",22,"9_22",-15.225,55.775
"9",23,"9_23",-15.2,55.775
"9",24,"9_24",-15.175,55.775
"9",25,"9_25",-15.175,55.8
"9",26,"9_26",-15.175,55.825
"9",27,"9_27",-15.15,55.825
"9",28,"9_28",-15.125,55.825
"9",29,"9_29",-15.1,55.825
"9",30,"9_30",-15.075,55.825
"9",31,"9_31",-15.075,55.85
"9",32,"9_32",-15.075,55.875
"9",33,"9_33",-15.075,55.9
"9",34,"9_34",-15.075,55.9
"9",35,"9_35",-15.1,55.9
"9",36,"9_36",-15.15,55.9
"9",37,"9_37",-15.172,55.9
"9",38,"9_38",-15.172,55.9
"9",39,"9_39",-15.175,55.897
"9",40,"9_40",-15.176,55.895
"9",41,"9_41",-15.181,55.889
"9",42,"9_42",-15.183,55.888
"9",43,"9_43",-15.185,55.885
"9",44,"9_44",-15.186,55.884
"9",45,"9_45",-15.189,55.881
"9",46,"9_46",-15.19,55.88
"9",47,"9_47",-15.191,55.878
"9",48,"9_48",-15.192,55.878
"9",49,"9_49",-15.2,55.868
"9",50,"9_50",-15.2,55.85
"9",51,"9_51",-15.216,55.85
"10",1,"10_1",-14.925,55.7
"10",2,"10_2",-14.925,55.725
"10",3,"10_3",-14.925,55.75
"10",4,"10_4",-14.925,55.775
"10",5,"10_5",-14.95,55.775
"10",6,"10_6",-14.975,55.775
"10",7,"10_7",-14.975,55.8
"10",8,"10_8",-14.975,55.825
"10",9,"10_9",-15,55.825
"10",10,"10_10",-15.025,55.825
"10",11,"10_11",-15.05,55.825
"10",12,"10_12",-15.075,55.825
"10",13,"10_13",-15.075,55.8
"10",14,"10_14",-15.075,55.775
"10",15,"10_15",-15.075,55.75
"10",16,"10_16",-15.075,55.725
"10",17,"10_17",-15.05,55.725
"10",18,"10_18",-15.025,55.725
"10",19,"10_19",-15.025,55.7
"10",20,"10_20",-15,55.7
"10",21,"10_21",-14.95,55.7
"10",22,"10_22",-14.925,55.7
"11",1,"11_1",-15.225,55.6
"11",2,"11_2",-15.225,55.625
"11",3,"11_3",-15.25,55.625
"11",4,"11_4",-15.275,55.625
"11",5,"11_5",-15.275,55.65
"11",6,"11_6",-15.275,55.675
"11",7,"11_7",-15.3,55.675
"11",8,"11_8",-15.325,55.675
"11",9,"11_9",-15.35,55.675
"11",10,"11_10",-15.375,55.675
"11",11,"11_11",-15.375,55.65
"11",12,"11_12",-15.375,55.625
"11",13,"11_13",-15.4,55.625
"11",14,"11_14",-15.425,55.625
"11",15,"11_15",-15.426,55.625
"11",16,"11_16",-15.426,55.624
"11",17,"11_17",-15.428,55.622
"11",18,"11_18",-15.43,55.62
"11",19,"11_19",-15.431,55.618
"11",20,"11_20",-15.437,55.612
"11",21,"11_21",-15.438,55.611
"11",22,"11_22",-15.44,55.608
"11",23,"11_23",-15.442,55.606
"11",24,"11_24",-15.447,55.6
"11",25,"11_25",-15.4,55.6
"11",26,"11_26",-15.35,55.6
"11",27,"11_27",-15.3,55.6
"11",28,"11_28",-15.25,55.6
"11",29,"11_29",-15.225,55.6
"12",1,"12_1",-15.125,55.65
"12",2,"12_2",-15.125,55.675
"12",3,"12_3",-15.125,55.7
"12",4,"12_4",-15.125,55.725
"12",5,"12_5",-15.15,55.725
"12",6,"12_6",-15.175,55.725
"12",7,"12_7",-15.2,55.725
"12",8,"12_8",-15.225,55.725
"12",9,"12_9",-15.225,55.7
"12",10,"12_10",-15.225,55.675
"12",11,"12_11",-15.225,55.65
"12",12,"12_12",-15.225,55.625
"12",13,"12_13",-15.2,55.625
"12",14,"12_14",-15.2,55.65
"12",15,"12_15",-15.15,55.65
"12",16,"12_16",-15.125,55.65
"13",1,"13_1",-15.45,55.596
"13",2,"13_2",-15.451,55.595
"13",3,"13_3",-15.452,55.594
"13",4,"13_4",-15.454,55.591
"13",5,"13_5",-15.455,55.59
"13",6,"13_6",-15.459,55.585
"13",7,"13_7",-15.461,55.583
"13",8,"13_8",-15.463,55.58
"13",9,"13_9",-15.464,55.579
"13",10,"13_10",-15.473,55.568
"13",11,"13_11",-15.474,55.567
"13",12,"13_12",-15.476,55.564
"13",13,"13_13",-15.477,55.563
"13",14,"13_14",-15.481,55.557
"13",15,"13_15",-15.483,55.556
"13",16,"13_16",-15.485,55.553
"13",17,"13_17",-15.486,55.552
"13",18,"13_18",-15.487,55.55
"13",19,"13_19",-15.45,55.55
"13",20,"13_20",-15.45,55.596
"14",1,"14_1",-15.5,55.534
"14",2,"14_2",-15.503,55.53
"14",3,"14_3",-15.504,55.529
"14",4,"14_4",-15.506,55.526
"14",5,"14_5",-15.507,55.525
"14",6,"14_6",-15.516,55.514
"14",7,"14_7",-15.517,55.512
"14",8,"14_8",-15.519,55.51
"14",9,"14_9",-15.52,55.508
"14",10,"14_10",-15.524,55.503
"14",11,"14_11",-15.525,55.502
"14",12,"14_12",-15.526,55.5
"14",13,"14_13",-15.5,55.5
"14",14,"14_14",-15.5,55.534
"15",1,"15_1",-2.15,44.775
"15",2,"15_2",-2.125,44.775
"15",3,"15_3",-2.125,44.8
"15",4,"15_4",-2.125,44.825
"15",5,"15_5",-2.125,44.85
"15",6,"15_6",-2.125,44.875
"15",7,"15_7",-2.15,44.875
"15",8,"15_8",-2.175,44.875
"15",9,"15_9",-2.2,44.875
"15",10,"15_10",-2.225,44.875
"15",11,"15_11",-2.25,44.875
"15",12,"15_12",-2.275,44.875
"15",13,"15_13",-2.275,44.85
"15",14,"15_14",-2.25,44.85
"15",15,"15_15",-2.25,44.8
"15",16,"15_16",-2.2,44.8
"15",17,"15_17",-2.15,44.8
"15",18,"15_18",-2.15,44.775
"16",1,"16_1",-2.1,43.975
"16",2,"16_2",-2.1,43.975
"16",3,"16_3",-2.125,43.975
"16",4,"16_4",-2.125,43.95
"16",5,"16_5",-2.125,43.925
"16",6,"16_6",-2.125,43.9
"16",7,"16_7",-2.125,43.875
"16",8,"16_8",-2.1,43.875
"16",9,"16_9",-2.075,43.875
"16",10,"16_10",-2.05,43.875
"16",11,"16_11",-2.025,43.875
"16",12,"16_12",-2.025,43.9
"16",13,"16_13",-2.025,43.9
"16",14,"16_14",-2.05,43.9
"16",15,"16_15",-2.1,43.9
"16",16,"16_16",-2.1,43.95
"16",17,"16_17",-2.1,43.975
"17",1,"17_1",-2.25,44.275
"17",2,"17_2",-2.225,44.275
"17",3,"17_3",-2.2,44.275
"17",4,"17_4",-2.175,44.275
"17",5,"17_5",-2.175,44.3
"17",6,"17_6",-2.175,44.325
"17",7,"17_7",-2.175,44.35
"17",8,"17_8",-2.175,44.375
"17",9,"17_9",-2.2,44.375
"17",10,"17_10",-2.225,44.375
"17",11,"17_11",-2.25,44.375
"17",12,"17_12",-2.25,44.35
"17",13,"17_13",-2.25,44.3
"17",14,"17_14",-2.25,44.275
"18",1,"18_1",-2.175,43.825
"18",2,"18_2",-2.175,43.85
"18",3,"18_3",-2.175,43.875
"18",4,"18_4",-2.175,43.9
"18",5,"18_5",-2.175,43.925
"18",6,"18_6",-2.2,43.925
"18",7,"18_7",-2.225,43.925
"18",8,"18_8",-2.25,43.925
"18",9,"18_9",-2.275,43.925
"18",10,"18_10",-2.275,43.9
"18",11,"18_11",-2.275,43.875
"18",12,"18_12",-2.275,43.85
"18",13,"18_13",-2.275,43.825
"18",14,"18_14",-2.25,43.825
"18",15,"18_15",-2.225,43.825
"18",16,"18_16",-2.2,43.825
"18",17,"18_17",-2.175,43.825
"19",1,"19_1",-2.15,43.725
"19",2,"19_2",-2.15,43.725
"19",3,"19_3",-2.125,43.725
"19",4,"19_4",-2.1,43.725
"19",5,"19_5",-2.075,43.725
"19",6,"19_6",-2.075,43.75
"19",7,"19_7",-2.075,43.775
"19",8,"19_8",-2.075,43.8
"19",9,"19_9",-2.075,43.825
"19",10,"19_10",-2.1,43.825
"19",11,"19_11",-2.125,43.825
"19",12,"19_12",-2.15,43.825
"19",13,"19_13",-2.175,43.825
"19",14,"19_14",-2.175,43.8
"19",15,"19_15",-2.175,43.775
"19",16,"19_16",-2.175,43.75
"19",17,"19_17",-2.15,43.75
"19",18,"19_18",-2.15,43.725
"20",1,"20_1",-2.825,45.05
"20",2,"20_2",-2.825,45.075
"20",3,"20_3",-2.85,45.075
"20",4,"20_4",-2.875,45.075
"20",5,"20_5",-2.9,45.075
"20",6,"20_6",-2.925,45.075
"20",7,"20_7",-2.925,45.05
"20",8,"20_8",-2.9,45.05
"20",9,"20_9",-2.85,45.05
"20",10,"20_10",-2.825,45.05
"21",1,"21_1",-2.625,43.55
"21",2,"21_2",-2.625,43.575
"21",3,"21_3",-2.625,43.6
"21",4,"21_4",-2.625,43.625
"21",5,"21_5",-2.65,43.625
"21",6,"21_6",-2.675,43.625
"21",7,"21_7",-2.7,43.625
"21",8,"21_8",-2.725,43.625
"21",9,"21_9",-2.725,43.6
"21",10,"21_10",-2.725,43.575
"21",11,"21_11",-2.75,43.575
"21",12,"21_12",-2.775,43.575
"21",13,"21_13",-2.8,43.575
"21",14,"21_14",-2.825,43.575
"21",15,"21_15",-2.85,43.575
"21",16,"21_16",-2.875,43.575
"21",17,"21_17",-2.9,43.575
"21",18,"21_18",-2.925,43.575
"21",19,"21_19",-2.95,43.575
"21",20,"21_20",-2.975,43.575
"21",21,"21_21",-2.975,43.55
"21",22,"21_22",-2.95,43.55
"21",23,"21_23",-2.9,43.55
"21",24,"21_24",-2.85,43.55
"21",25,"21_25",-2.8,43.55
"21",26,"21_26",-2.75,43.55
"21",27,"21_27",-2.75,43.5
"21",28,"21_28",-2.725,43.5
"21",29,"21_29",-2.725,43.525
"21",30,"21_30",-2.7,43.525
"21",31,"21_31",-2.7,43.525
"21",32,"21_32",-2.7,43.55
"21",33,"21_33",-2.65,43.55
"21",34,"21_34",-2.625,43.55
"22",1,"22_1",-3.6,45.625
"22",2,"22_2",-3.575,45.625
"22",3,"22_3",-3.575,45.6
"22",4,"22_4",-3.575,45.575
"22",5,"22_5",-3.55,45.575
"22",6,"22_6",-3.525,45.575
"22",7,"22_7",-3.5,45.575
"22",8,"22_8",-3.475,45.575
"22",9,"22_9",-3.475,45.6
"22",10,"22_10",-3.475,45.625
"22",11,"22_11",-3.475,45.65
"22",12,"22_12",-3.475,45.65
"22",13,"22_13",-3.5,45.65
"22",14,"22_14",-3.5,45.675
"22",15,"22_15",-3.525,45.675
"22",16,"22_16",-3.55,45.675
"22",17,"22_17",-3.575,45.675
"22",18,"22_18",-3.575,45.7
"22",19,"22_19",-3.575,45.725
"22",20,"22_20",-3.6,45.725
"22",21,"22_21",-3.625,45.725
"22",22,"22_22",-3.65,45.725
"22",23,"22_23",-3.675,45.725
"22",24,"22_24",-3.675,45.7
"22",25,"22_25",-3.675,45.675
"22",26,"22_26",-3.675,45.65
"22",27,"22_27",-3.65,45.65
"22",28,"22_28",-3.6,45.65
"22",29,"22_29",-3.6,45.625
"23",1,"23_1",-3.175,43.55
"23",2,"23_2",-3.175,43.575
"23",3,"23_3",-3.2,43.575
"23",4,"23_4",-3.225,43.575
"23",5,"23_5",-3.25,43.575
"23",6,"23_6",-3.275,43.575
"23",7,"23_7",-3.275,43.55
"23",8,"23_8",-3.25,43.55
"23",9,"23_9",-3.2,43.55
"23",10,"23_10",-3.175,43.55
"24",1,"24_1",-3.8,45.725
"24",2,"24_2",-3.775,45.725
"24",3,"24_3",-3.75,45.725
"24",4,"24_4",-3.725,45.725
"24",5,"24_5",-3.725,45.75
"24",6,"24_6",-3.725,45.775
"24",7,"24_7",-3.725,45.8
"24",8,"24_8",-3.725,45.8
"24",9,"24_9",-3.75,45.8
"24",10,"24_10",-3.75,45.825
"24",11,"24_11",-3.775,45.825
"24",12,"24_12",-3.8,45.825
"24",13,"24_13",-3.825,45.825
"24",14,"24_14",-3.825,45.8
"24",15,"24_15",-3.825,45.775
"24",16,"24_16",-3.825,45.75
"24",17,"24_17",-3.8,45.75
"24",18,"24_18",-3.8,45.725
"25",1,"25_1",-4.075,46
"25",2,"25_2",-4.075,46.025
"25",3,"25_3",-4.1,46.025
"25",4,"25_4",-4.125,46.025
"25",5,"25_5",-4.15,46.025
"25",6,"25_6",-4.175,46.025
"25",7,"25_7",-4.2,46.025
"25",8,"25_8",-4.2,46
"25",9,"25_9",-4.15,46
"25",10,"25_10",-4.1,46
"25",11,"25_11",-4.075,46
"26",1,"26_1",-4.35,46.175
"26",2,"26_2",-4.35,46.175
"26",3,"26_3",-4.325,46.175
"26",4,"26_4",-4.3,46.175
"26",5,"26_5",-4.275,46.175
"26",6,"26_6",-4.275,46.2
"26",7,"26_7",-4.275,46.225
"26",8,"26_8",-4.275,46.25
"26",9,"26_9",-4.275,46.275
"26",10,"26_10",-4.3,46.275
"26",11,"26_11",-4.325,46.275
"26",12,"26_12",-4.35,46.275
"26",13,"26_13",-4.375,46.275
"26",14,"26_14",-4.375,46.3
"26",15,"26_15",-4.375,46.325
"26",16,"26_16",-4.4,46.325
"26",17,"26_17",-4.425,46.325
"26",18,"26_18",-4.45,46.325
"26",19,"26_19",-4.475,46.325
"26",20,"26_20",-4.475,46.3
"26",21,"26_21",-4.475,46.275
"26",22,"26_22",-4.475,46.25
"26",23,"26_23",-4.45,46.25
"26",24,"26_24",-4.4,46.25
"26",25,"26_25",-4.35,46.25
"26",26,"26_26",-4.35,46.2
"26",27,"26_27",-4.35,46.175
"27",1,"27_1",-4.625,46.35
"27",2,"27_2",-4.625,46.375
"27",3,"27_3",-4.625,46.4
"27",4,"27_4",-4.625,46.425
"27",5,"27_5",-4.65,46.425
"27",6,"27_6",-4.675,46.425
"27",7,"27_7",-4.675,46.45
"27",8,"27_8",-4.675,46.475
"27",9,"27_9",-4.675,46.5
"27",10,"27_10",-4.675,46.5
"27",11,"27_11",-4.7,46.5
"27",12,"27_12",-4.7,46.525
"27",13,"27_13",-4.725,46.525
"27",14,"27_14",-4.75,46.525
"27",15,"27_15",-4.775,46.525
"27",16,"27_16",-4.775,46.5
"27",17,"27_17",-4.775,46.475
"27",18,"27_18",-4.775,46.45
"27",19,"27_19",-4.775,46.425
"27",20,"27_20",-4.75,46.425
"27",21,"27_21",-4.725,46.425
"27",22,"27_22",-4.725,46.4
"27",23,"27_23",-4.725,46.375
"27",24,"27_24",-4.725,46.35
"27",25,"27_25",-4.7,46.35
"27",26,"27_26",-4.65,46.35
"27",27,"27_27",-4.625,46.35
"28",1,"28_1",-4.825,46.65
"28",2,"28_2",-4.825,46.675
"28",3,"28_3",-4.85,46.675
"28",4,"28_4",-4.875,46.675
"28",5,"28_5",-4.9,46.675
"28",6,"28_6",-4.925,46.675
"28",7,"28_7",-4.925,46.65
"28",8,"28_8",-4.925,46.625
"28",9,"28_9",-4.925,46.6
"28",10,"28_10",-4.925,46.575
"28",11,"28_11",-4.9,46.575
"28",12,"28_12",-4.875,46.575
"28",13,"28_13",-4.85,46.575
"28",14,"28_14",-4.85,46.6
"28",15,"28_15",-4.85,46.65
"28",16,"28_16",-4.825,46.65
"29",1,"29_1",-5.35,46.875
"29",2,"29_2",-5.325,46.875
"29",3,"29_3",-5.325,46.9
"29",4,"29_4",-5.325,46.925
"29",5,"29_5",-5.325,46.95
"29",6,"29_6",-5.325,46.975
"29",7,"29_7",-5.35,46.975
"29",8,"29_8",-5.375,46.975
"29",9,"29_9",-5.4,46.975
"29",10,"29_10",-5.425,46.975
"29",11,"29_11",-5.425,46.95
"29",12,"29_12",-5.425,46.925
"29",13,"29_13",-5.425,46.9
"29",14,"29_14",-5.4,46.9
"29",15,"29_15",-5.35,46.9
"29",16,"29_16",-5.35,46.875
"30",1,"30_1",-5.15,46.725
"30",2,"30_2",-5.125,46.725
"30",3,"30_3",-5.125,46.75
"30",4,"30_4",-5.125,46.775
"30",5,"30_5",-5.125,46.8
"30",6,"30_6",-5.125,46.825
"30",7,"30_7",-5.15,46.825
"30",8,"30_8",-5.175,46.825
"30",9,"30_9",-5.2,46.825
"30",10,"30_10",-5.225,46.825
"30",11,"30_11",-5.225,46.85
"30",12,"30_12",-5.225,46.85
"30",13,"30_13",-5.25,46.85
"30",14,"30_14",-5.25,46.875
"30",15,"30_15",-5.275,46.875
"30",16,"30_16",-5.3,46.875
"30",17,"30_17",-5.325,46.875
"30",18,"30_18",-5.325,46.85
"30",19,"30_19",-5.325,46.825
"30",20,"30_20",-5.325,46.8
"30",21,"30_21",-5.325,46.775
"30",22,"30_22",-5.3,46.775
"30",23,"30_23",-5.275,46.775
"30",24,"30_24",-5.275,46.75
"30",25,"30_25",-5.25,46.75
"30",26,"30_26",-5.2,46.75
"30",27,"30_27",-5.15,46.75
"30",28,"30_28",-5.15,46.725
"31",1,"31_1",-4.525,43.75
"31",2,"31_2",-4.525,43.75
"31",3,"31_3",-4.525,43.725
"31",4,"31_4",-4.525,43.7
"31",5,"31_5",-4.525,43.675
"31",6,"31_6",-4.5,43.675
"31",7,"31_7",-4.475,43.675
"31",8,"31_8",-4.45,43.675
"31",9,"31_9",-4.425,43.675
"31",10,"31_10",-4.425,43.7
"31",11,"31_11",-4.425,43.725
"31",12,"31_12",-4.425,43.75
"31",13,"31_13",-4.425,43.75
"31",14,"31_14",-4.45,43.75
"31",15,"31_15",-4.5,43.75
"31",16,"31_16",-4.525,43.75
"32",1,"32_1",-4.525,43.5
"32",2,"32_2",-4.525,43.525
"32",3,"32_3",-4.525,43.55
"32",4,"32_4",-4.525,43.575
"32",5,"32_5",-4.55,43.575
"32",6,"32_6",-4.575,43.575
"32",7,"32_7",-4.6,43.575
"32",8,"32_8",-4.6,43.575
"32",9,"32_9",-4.6,43.55
"32",10,"32_10",-4.625,43.55
"32",11,"32_11",-4.625,43.55
"32",12,"32_12",-4.625,43.525
"32",13,"32_13",-4.625,43.5
"32",14,"32_14",-4.6,43.5
"32",15,"32_15",-4.55,43.5
"32",16,"32_16",-4.525,43.5
"33",1,"33_1",-5.225,43.95
"33",2,"33_2",-5.225,43.95
"33",3,"33_3",-5.225,43.925
"33",4,"33_4",-5.225,43.9
"33",5,"33_5",-5.225,43.875
"33",6,"33_6",-5.2,43.875
"33",7,"33_7",-5.175,43.875
"33",8,"33_8",-5.15,43.875
"33",9,"33_9",-5.125,43.875
"33",10,"33_10",-5.1,43.875
"33",11,"33_11",-5.075,43.875
"33",12,"33_12",-5.05,43.875
"33",13,"33_13",-5.025,43.875
"33",14,"33_14",-5.025,43.9
"33",15,"33_15",-5.025,43.9
"33",16,"33_16",-5.05,43.9
"33",17,"33_17",-5.05,43.95
"33",18,"33_18",-5.1,43.95
"33",19,"33_19",-5.15,43.95
"33",20,"33_20",-5.2,43.95
"33",21,"33_21",-5.225,43.95
"34",1,"34_1",-5.975,47.25
"34",2,"34_2",-5.975,47.25
"34",3,"34_3",-5.975,47.225
"34",4,"34_4",-5.975,47.2
"34",5,"34_5",-5.975,47.175
"34",6,"34_6",-5.95,47.175
